estate_address,city,rent,completion,room,room_size,structure
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
群馬県北群馬郡吉岡町大字南下,北群馬郡,29000,1997-9-1,1K,22.3,軽量鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,30000,1997-9-1,1K,22.3,鉄骨造
群馬県高崎市石原町,高崎市,54000,1997-9-1,2DK,40.15,軽量鉄骨造
群馬県前橋市総社町植野,前橋市,55000,1997-9-1,2DK,50.12,軽量鉄骨造
群馬県前橋市高井町1丁目,前橋市,49000,1997-9-1,2DK,47.19,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,54000,1997-9-1,1LDK,40.15,軽量鉄骨造
埼玉県児玉郡神川町大字八日市,児玉郡,28000,1997-9-1,1K,22.3,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,44000,1997-9-1,1K,23.18,木造
群馬県伊勢崎市連取町,伊勢崎市,42000,1997-9-1,1K,30,木造
埼玉県児玉郡神川町大字八日市,児玉郡,30000,1997-9-1,1K,22.3,鉄骨造
群馬県高崎市藤塚町,高崎市,45000,1997-9-1,2DK,42.97,軽量鉄骨造
群馬県高崎市大八木町,高崎市,55000,1997-9-1,2DK,44.1,木造
群馬県高崎市問屋町西2丁目,高崎市,58000,1997-10-1,2DK,48.72,RC(鉄筋コンクリート造)
群馬県伊勢崎市宮子町,伊勢崎市,61000,1997-10-1,3LDK,55,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,57000,1997-10-1,2DK,45.38,軽量鉄骨造
群馬県前橋市天川大島町1丁目,前橋市,60000,1997-10-1,3DK,52.65,RC(鉄筋コンクリート造)
群馬県前橋市箱田町,前橋市,57000,1997-10-1,2DK,45.38,軽量鉄骨造
群馬県前橋市天川大島町1丁目,前橋市,60000,1997-10-1,3DK,52.65,RC(鉄筋コンクリート造)
群馬県伊勢崎市赤堀鹿島町,伊勢崎市,58000,1997-10-1,3DK,60.97,RC(鉄筋コンクリート造)
群馬県佐波郡玉村町大字上福島,佐波郡,56000,1997-10-1,2LDK,50,軽量鉄骨造
栃木県足利市福居町,足利市,50000,1997-10-10,3DK,54,木造
埼玉県児玉郡神川町大字原新田,児玉郡,58000,1997-11-1,2LDK,53.62,鉄骨造
群馬県高崎市八島町,高崎市,70000,1997-11-1,2DK,45,鉄骨造
群馬県高崎市棟高町,高崎市,53000,1997-11-1,2LDK,53.63,木造
群馬県前橋市荒牧町,前橋市,69000,1997-11-1,3DK,58.72,軽量鉄骨造
群馬県桐生市広沢町2丁目,桐生市,58500,1997-11-1,2LDK,57.85,軽量鉄骨造
群馬県桐生市広沢町2丁目,桐生市,56500,1997-11-1,2LDK,57.85,軽量鉄骨造
群馬県高崎市棟高町,高崎市,51000,1997-11-1,2LDK,53.63,木造
群馬県前橋市箱田町,前橋市,49000,1997-11-1,2DK,43.68,軽量鉄骨造
群馬県渋川市行幸田,渋川市,48000,1997-11-1,2DK,44.6,軽量鉄骨造
群馬県高崎市保渡田町,高崎市,25000,1997-11-1,1K,21.6,軽量鉄骨造
栃木県足利市大町,足利市,30000,1997-11-1,1K,23.3,軽量鉄骨造
群馬県高崎市棟高町,高崎市,53000,1997-11-1,2LDK,53.63,木造
栃木県足利市大町,足利市,30000,1997-11-1,1K,23.3,軽量鉄骨造
群馬県前橋市日輪寺町,前橋市,57000,1997-11-1,2LDK,52.72,軽量鉄骨造
群馬県渋川市行幸田,渋川市,50000,1997-11-1,2DK,43.2,軽量鉄骨造
群馬県前橋市日輪寺町,前橋市,60000,1997-11-1,2LDK,50.78,軽量鉄骨造
群馬県高崎市八島町,高崎市,70000,1997-11-1,2DK,45,鉄骨造
群馬県前橋市幸塚町,前橋市,49000,1997-11-1,2DK,40.91,軽量鉄骨造
群馬県高崎市新町,高崎市,53000,1997-12-1,3DK,53.29,軽量鉄骨造
群馬県安中市原市,安中市原市,42000,1997-12-1,2DK,44.71,木造
群馬県高崎市上大類町,高崎市,54000,1997-12-1,1DK,32.7,木造
栃木県足利市百頭町,足利市,40000,1997-12-1,2DK,40.5,軽量鉄骨造
栃木県足利市百頭町,足利市,40000,1997-12-1,2DK,40.5,軽量鉄骨造
群馬県前橋市粕川町込皆戸,前橋市,42000,1997-12-1,2DK,43.2,軽量鉄骨造
群馬県伊勢崎市八寸町,伊勢崎市,49000,1997-12-1,2DK,44.6,軽量鉄骨造
群馬県前橋市小相木町,前橋市,60000,1998-1-1,2DK,48,RC(鉄筋コンクリート造)
群馬県伊勢崎市連取町,伊勢崎市,55000,1998-1-1,3DK,50.78,軽量鉄骨造
群馬県伊勢崎市今井町,伊勢崎市,38000,1998-1-1,1LDK,39.75,鉄骨造
栃木県足利市常見町1丁目,足利市,54000,1998-1-1,2LDK,52.89,鉄骨造
群馬県高崎市下小鳥町,高崎市,33000,1998-1-1,1K,23.2,木造
群馬県伊勢崎市連取町,伊勢崎市,55000,1998-1-1,3DK,50.78,軽量鉄骨造
群馬県高崎市下中居町,高崎市,56000,1998-1-1,2DK,45.4,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,53000,1998-1-1,3DK,50.78,軽量鉄骨造
群馬県安中市安中3丁目,安中市,37000,1998-1-1,1K,24.84,鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,53000,1998-1-1,3DK,46.75,軽量鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,53000,1998-1-1,3DK,46.75,軽量鉄骨造
群馬県伊勢崎市新栄町,伊勢崎市,46000,1998-1-1,2DK,37.27,軽量鉄骨造
群馬県高崎市下里見町,高崎市,50000,1998-1-1,2DK,50.08,軽量鉄骨造
群馬県前橋市稲荷新田町,前橋市,80000,1998-1-1,3DK,57.57,木造
群馬県みどり市大間々町大間々,みどり市,50000,1998-1-1,2LDK,51,鉄骨造
群馬県みどり市大間々町大間々,みどり市,53000,1998-1-1,2LDK,51,鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,53000,1998-1-1,3DK,46.75,軽量鉄骨造
群馬県前橋市箱田町,前橋市,40000,1998-1-1,1K,26.5,木造
群馬県前橋市箱田町,前橋市,40000,1998-1-1,1K,26.5,木造
群馬県前橋市小相木町,前橋市,60000,1998-1-1,2DK,48,RC(鉄筋コンクリート造)
群馬県伊勢崎市上植木本町,伊勢崎市,39000,1998-1-1,1LDK,33.05,鉄骨造
群馬県前橋市新堀町,前橋市,110000,1998-1-1,5LDK,126.24,軽量鉄骨造
群馬県伊勢崎市下道寺町,伊勢崎市,43000,1998-1-1,2DK,39,木造
群馬県伊勢崎市連取町,伊勢崎市,58000,1998-1-1,2LDK,48,RC(鉄筋コンクリート造)
群馬県伊勢崎市田部井町3丁目,伊勢崎市,53000,1998-1-1,2LDK,49,鉄骨造
群馬県伊勢崎市田部井町3丁目,伊勢崎市,53000,1998-1-1,2LDK,49,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,55000,1998-1-1,3DK,50.78,軽量鉄骨造
群馬県安中市安中3丁目,安中市,36000,1998-1-1,1K,23.18,鉄骨造
群馬県伊勢崎市新栄町,伊勢崎市,46000,1998-1-1,2DK,37.27,軽量鉄骨造
群馬県前橋市朝日町4丁目,前橋市,35000,1998-1-10,1DK,21,軽量鉄骨造
群馬県前橋市朝日町4丁目,前橋市,36000,1998-1-10,1DK,21,軽量鉄骨造
群馬県前橋市朝日町4丁目,前橋市,40000,1998-1-10,1DK,21,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,45000,1998-2-1,2DK,44.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,42000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県高崎市箕郷町上芝,高崎市,43000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県前橋市総社町総社,前橋市,32000,1998-2-1,1K,22.3,軽量鉄骨造
群馬県高崎市鼻高町,高崎市,34000,1998-2-1,1K,26.8,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,32000,1998-2-1,1K,22.3,軽量鉄骨造
群馬県前橋市総社町総社,前橋市,30000,1998-2-1,1K,21.6,軽量鉄骨造
群馬県前橋市青柳町,前橋市,29000,1998-2-1,1K,21.5,木造
群馬県高崎市箕郷町上芝,高崎市,44000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県前橋市堀越町,前橋市,54000,1998-2-1,2LDK,50.78,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,42000,1998-2-1,2DK,44.6,軽量鉄骨造
群馬県高崎市石原町,高崎市,54000,1998-2-1,2DK,45.46,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,45000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県伊勢崎市今泉町2丁目,伊勢崎市,60000,1998-2-1,2LDK,52.85,軽量鉄骨造
群馬県前橋市西片貝町3丁目,前橋市,55000,1998-2-1,2DK,43.75,軽量鉄骨造
群馬県高崎市箕郷町上芝,高崎市,45000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県高崎市鼻高町,高崎市,33000,1998-2-1,1K,26.8,軽量鉄骨造
群馬県前橋市東片貝町,前橋市,60000,1998-2-1,2LDK,50.78,軽量鉄骨造
群馬県前橋市荒牧町,前橋市,60000,1998-2-1,2LDK,52.65,RC(鉄筋コンクリート造)
群馬県高崎市石原町,高崎市,50000,1998-2-1,2DK,45.4,軽量鉄骨造
群馬県北群馬郡吉岡町大字小倉,北群馬郡,46000,1998-2-1,2DK,44.72,鉄骨造
群馬県前橋市荒牧町,前橋市,59000,1998-2-1,2LDK,52.65,RC(鉄筋コンクリート造)
群馬県高崎市鼻高町,高崎市,34000,1998-2-1,1K,26.8,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,27000,1998-2-1,1K,21.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,32000,1998-2-1,1K,22.3,軽量鉄骨造
群馬県高崎市箕郷町上芝,高崎市,45000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県前橋市西片貝町3丁目,前橋市,58000,1998-2-1,2LDK,50.78,軽量鉄骨造
群馬県北群馬郡吉岡町大字小倉,北群馬郡,45000,1998-2-1,2DK,44.72,鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,42000,1998-2-1,2DK,43.2,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,44000,1998-2-1,2DK,44.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,27000,1998-2-1,1K,21.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,44000,1998-2-1,2DK,44.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,32000,1998-2-1,1K,22.3,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,27000,1998-2-1,1K,21.6,軽量鉄骨造
群馬県伊勢崎市堀口町,伊勢崎市,27000,1998-2-1,1K,21.6,軽量鉄骨造
栃木県足利市新山町,足利市,82000,1998-2-27,4DK,67.34,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市上大類町,高崎市,56000,1998-3-1,3DK,60.34,RC(鉄筋コンクリート造)
群馬県高崎市大橋町,高崎市,28000,1998-3-1,1K,20,軽量鉄骨造
群馬県高崎市大橋町,高崎市,28000,1998-3-1,1K,20,軽量鉄骨造
群馬県高崎市吉井町吉井,高崎市,50000,1998-3-1,2DK,46.75,RC(鉄筋コンクリート造)
群馬県高崎市吉井町吉井,高崎市,51000,1998-3-1,2DK,46.75,RC(鉄筋コンクリート造)
群馬県伊勢崎市上諏訪町,伊勢崎市,55000,1998-3-1,2LDK,54.6,木造
群馬県前橋市総社町2丁目,前橋市,49000,1998-3-1,2DK,40.91,軽量鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,33000,1998-3-1,1K,22.5,軽量鉄骨造
群馬県高崎市飯塚町,高崎市,50000,1998-3-1,2DK,41.44,鉄骨造
群馬県伊勢崎市下植木町,伊勢崎市,65000,1998-3-1,3DK,56.85,RC(鉄筋コンクリート造)
群馬県高崎市飯塚町,高崎市,50000,1998-3-1,2DK,41.44,鉄骨造
群馬県高崎市飯塚町,高崎市,50000,1998-3-1,2DK,41.44,鉄骨造
群馬県高崎市飯塚町,高崎市,50000,1998-3-1,2DK,41.44,鉄骨造
群馬県高崎市飯塚町,高崎市,50000,1998-3-1,2DK,41.44,鉄骨造
群馬県前橋市後家町,前橋市,57000,1998-3-1,2LDK,53.41,木造
栃木県足利市迫間町,足利市,49000,1998-3-1,2LDK,92.56,木造
栃木県足利市山川町,足利市,53000,1998-3-1,3DK,52.8,木造
群馬県伊勢崎市西小保方町,伊勢崎市,55000,1998-3-1,3DK,50.78,軽量鉄骨造
群馬県高崎市下里見町,高崎市,52000,1998-3-1,2LDK,50.12,軽量鉄骨造
群馬県高崎市上大類町,高崎市,64000,1998-3-1,4DK,60.34,RC(鉄筋コンクリート造)
栃木県足利市小俣南町,足利市,53000,1998-3-1,2LDK,58.53,木造
群馬県前橋市天川大島町3丁目,前橋市,76000,1998-3-1,3LDK,74.81,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,56000,1998-3-1,2LDK,58,RC(鉄筋コンクリート造)
群馬県佐波郡玉村町大字上飯島,佐波郡,49000,1998-3-1,2DK,40.92,軽量鉄骨造
群馬県前橋市江木町,前橋市,34500,1998-3-1,1K,23.2,木造
群馬県高崎市上大類町,高崎市,58000,1998-3-1,4DK,60.34,RC(鉄筋コンクリート造)
群馬県前橋市石倉町5丁目,前橋市,64000,1998-3-1,2LDK,52.17,鉄骨造
群馬県前橋市天川大島町3丁目,前橋市,76000,1998-3-1,3LDK,74.81,RC(鉄筋コンクリート造)
群馬県高崎市上大類町,高崎市,58000,1998-3-1,3DK,60.34,RC(鉄筋コンクリート造)
群馬県前橋市天川大島町3丁目,前橋市,76000,1998-3-1,3LDK,74.81,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,55000,1998-3-1,2LDK,51.03,鉄骨造
群馬県前橋市後家町,前橋市,54000,1998-3-1,2DK,48,木造
栃木県足利市迫間町,足利市,49000,1998-3-1,2LDK,92.56,木造
栃木県足利市迫間町,足利市,49000,1998-3-1,2LDK,92.56,木造
群馬県前橋市後家町,前橋市,55000,1998-3-1,2DK,48,木造
群馬県前橋市荒牧町,前橋市,69000,1998-3-1,2LDK,54.34,軽量鉄骨造
群馬県高崎市八島町,高崎市,108000,1998-3-1,3LDK,72.8,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市八島町,高崎市,101000,1998-3-1,2SLDK,72.8,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市八島町,高崎市,105000,1998-3-1,3LDK,72.8,SRC(鉄骨鉄筋コンクリート)
群馬県高崎市吉井町吉井,高崎市,52000,1998-3-1,2DK,46.75,RC(鉄筋コンクリート造)
栃木県足利市迫間町,足利市,49000,1998-3-1,2LDK,92.56,木造
群馬県伊勢崎市連取町,伊勢崎市,54500,1998-3-1,1LDK,35,RC(鉄筋コンクリート造)
群馬県前橋市朝日町4丁目,前橋市,47000,1998-3-1,2DK,40.57,鉄骨造
群馬県伊勢崎市上諏訪町,伊勢崎市,55000,1998-3-1,2LDK,54.6,木造
群馬県前橋市朝倉町1丁目,前橋市,35000,1998-3-1,1K,20.25,軽量鉄骨造
群馬県前橋市下大屋町,前橋市,46000,1998-3-1,1LDK,44.71,鉄骨造
群馬県前橋市小相木町,前橋市,68000,1998-3-1,2LDK,52,RC(鉄筋コンクリート造)
群馬県前橋市下小出町2丁目,前橋市,60000,1998-3-1,2DK,48.73,鉄骨造
群馬県伊勢崎市赤堀今井町1丁目,伊勢崎市,51000,1998-3-1,3DK,52.17,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,35000,1998-3-1,1K,20,木造
群馬県伊勢崎市連取町,伊勢崎市,35000,1998-3-1,1K,20,木造
群馬県前橋市下小出町2丁目,前橋市,60000,1998-3-1,2DK,48.73,鉄骨造
群馬県前橋市下小出町2丁目,前橋市,60000,1998-3-1,2LDK,53.86,鉄骨造
群馬県伊勢崎市田中島町,伊勢崎市,34000,1998-3-1,1K,22.5,軽量鉄骨造
群馬県前橋市総社町2丁目,前橋市,49000,1998-3-1,2DK,40.91,軽量鉄骨造
群馬県前橋市川原町1丁目,前橋市,53000,1998-3-1,2DK,44.71,鉄骨造
群馬県前橋市川原町,前橋市,55000,1998-3-1,2DK,49.57,RC(鉄筋コンクリート造)
群馬県伊勢崎市連取町,伊勢崎市,55000,1998-3-1,2DK,46,SRC(鉄骨鉄筋コンクリート)
群馬県伊勢崎市連取町,伊勢崎市,50000,1998-3-1,1LDK,35,RC(鉄筋コンクリート造)
群馬県前橋市北代田町,前橋市,58000,1998-3-1,2DK,50.12,軽量鉄骨造
群馬県佐波郡玉村町大字上飯島,佐波郡,48000,1998-3-1,2DK,40.92,軽量鉄骨造
栃木県足利市西砂原後町,足利市,56000,1998-3-1,3DK,50,木造
群馬県高崎市下小鳥町,高崎市,43000,1998-3-1,1R,26.88,RC(鉄筋コンクリート造)
群馬県前橋市小相木町,前橋市,60000,1998-3-1,2LDK,52,RC(鉄筋コンクリート造)
群馬県高崎市下小鳥町,高崎市,56000,1998-3-1,2LDK,58,RC(鉄筋コンクリート造)
栃木県足利市山川町,足利市,50000,1998-3-1,3DK,52.8,木造
群馬県高崎市下小鳥町,高崎市,55000,1998-3-1,2LDK,51.03,鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,55000,1998-3-1,2DK,46,SRC(鉄骨鉄筋コンクリート)
群馬県佐波郡玉村町大字斎田,佐波郡,40000,1998-4-1,1K,22.3,木造
群馬県伊勢崎市境栄,伊勢崎市,58000,1998-4-1,2LDK,52.01,軽量鉄骨造
群馬県伊勢崎市連取町,伊勢崎市,41000,1998-4-1,1LDK,39.75,鉄骨造
群馬県みどり市大間々町大間々,みどり市,54000,1998-4-1,2LDK,52.8,軽量鉄骨造
栃木県足利市助戸1丁目,足利市,50000,1998-4-1,2LDK,52,木造
群馬県伊勢崎市今井町,伊勢崎市,37000,1998-4-1,1LDK,39.75,鉄骨造
群馬県伊勢崎市西小保方町,伊勢崎市,40000,1998-4-1,2DK,38,重量鉄骨造
群馬県伊勢崎市富塚町,伊勢崎市,50000,1998-4-1,2DK,39,木造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県伊勢崎市富塚町,伊勢崎市,50000,1998-4-1,2DK,39,木造
群馬県高崎市飯塚町,高崎市,43000,1998-4-1,1DK,24.35,木造
群馬県高崎市飯塚町,高崎市,43000,1998-4-1,1DK,24.35,木造
群馬県伊勢崎市宮子町,伊勢崎市,45000,1998-4-1,2DK,39,木造
群馬県伊勢崎市乾町,伊勢崎市,59000,1998-4-1,2LDK,50.04,軽量鉄骨造
群馬県伊勢崎市西小保方町,伊勢崎市,45000,1998-4-1,2DK,38,重量鉄骨造
群馬県伊勢崎市西小保方町,伊勢崎市,45000,1998-4-1,2DK,38,重量鉄骨造
群馬県伊勢崎市西小保方町,伊勢崎市,42000,1998-4-1,2DK,38,重量鉄骨造
群馬県伊勢崎市西小保方町,伊勢崎市,40000,1998-4-1,2DK,38,重量鉄骨造
群馬県前橋市川曲町,前橋市,30000,1998-4-1,1K,26.4,軽量鉄骨造
群馬県佐波郡玉村町大字川井,佐波郡,45000,1998-4-1,2DK,40,木造
群馬県藤岡市岡之郷,藤岡市,45000,1998-4-1,2LDK,44.72,木造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,52.8,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,54000,1998-4-1,2LDK,52.8,軽量鉄骨造
群馬県高崎市中泉町,高崎市,63000,1998-4-1,2LDK,56.15,軽量鉄骨造
群馬県佐波郡玉村町大字斎田,佐波郡,39000,1998-4-1,1K,22.3,木造
群馬県伊勢崎市乾町,伊勢崎市,59000,1998-4-1,2LDK,50.04,軽量鉄骨造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,55000,1998-4-1,2LDK,50.04,軽量鉄骨造
群馬県伊勢崎市境栄,伊勢崎市,58000,1998-4-1,2LDK,52.01,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,50000,1998-4-1,2DK,41.85,鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県前橋市東片貝町,前橋市,59000,1998-4-1,3DK,54.03,木造
群馬県伊勢崎市西小保方町,伊勢崎市,40000,1998-4-1,2DK,38,重量鉄骨造
群馬県みどり市大間々町大間々,みどり市,54000,1998-4-1,2LDK,52.8,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県みどり市大間々町大間々,みどり市,52000,1998-4-1,2LDK,50.12,軽量鉄骨造
群馬県伊勢崎市太田町,伊勢崎市,60000,1998-4-1,3DK,56.9,軽量鉄骨造
群馬県伊勢崎市今泉町1丁目,伊勢崎市,55000,1998-4-1,2LDK,50.04,軽量鉄骨造
群馬県伊勢崎市宮子町,伊勢崎市,45000,1998-4-1,2DK,39,木造
群馬県高崎市新町,高崎市,49000,1998-4-1,1LDK,44.71,鉄骨造
群馬県高崎市新町,高崎市,49000,1998-4-1,1LDK,44.71,鉄骨造
群馬県伊勢崎市太田町,伊勢崎市,60000,1998-4-1,3DK,56.9,軽量鉄骨造
群馬県前橋市北代田町,前橋市,50000,1998-4-15,2DK,48,木造
群馬県前橋市北代田町,前橋市,55000,1998-4-15,2DK,48,木造
群馬県高崎市浜尻町,高崎市,52000,1998-5-1,2DK,42.02,軽量鉄骨造
群馬県高崎市下中居町,高崎市,75000,1998-5-1,3LDK,70,鉄骨造
群馬県高崎市浜尻町,高崎市,53000,1998-5-1,2DK,45.45,軽量鉄骨造
群馬県太田市新田木崎町,太田市,60000,1998-5-1,2LDK,45.54,木造
群馬県渋川市白井,渋川市,49000,1998-5-1,2LDK,50.08,軽量鉄骨造
